id,age_group,gender,self_pref_roast,A_pref,B_pref,C_pref,D_pref,fav_sample
24xQGe,18-24 years old,Male,Medium,3.0,2.0,3.0,5.0,Coffee D
eBxkrJ,35-44 years old,Male,Light,4.0,2.0,3.0,3.0,Coffee C
rlrzbp,45-54 years old,Female,Medium,3.0,3.0,1.0,3.0,Coffee B
xdNOWd,25-34 years old,Male,Light,4.0,3.0,2.0,3.0,Coffee A
qbE09g,25-34 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
VZ12rM,25-34 years old,Male,Light,5.0,3.0,1.0,3.0,Coffee A
GrB8jz,25-34 years old,Female,Light,2.0,1.0,4.0,2.0,Coffee C
pLPlbq,25-34 years old,Male,Dark,3.0,4.0,3.0,2.0,Coffee B
24xM8L,35-44 years old,Female,Medium,4.0,2.0,3.0,4.0,Coffee A
QABP67,45-54 years old,Male,Medium,3.0,4.0,3.0,4.0,Coffee D
6dQaoJ,25-34 years old,Prefer not to say,Medium,2.0,4.0,4.0,1.0,Coffee C
PABVZx,18-24 years old,Male,Medium,3.0,3.0,4.0,1.0,Coffee C
QAB6Mg,25-34 years old,,Light,4.0,3.0,2.0,3.0,Coffee A
OABWXK,45-54 years old,Female,Dark,1.0,4.0,5.0,4.0,Coffee C
ylqWYp,35-44 years old,Male,Medium,3.0,3.0,4.0,3.0,Coffee C
VZ1kGv,25-34 years old,Male,Medium,3.0,2.0,4.0,4.0,Coffee D
bl40qo,18-24 years old,Female,Medium,5.0,2.0,3.0,5.0,Coffee D
NABelG,25-34 years old,Female,Medium,1.0,4.0,5.0,1.0,Coffee C
5dqy9M,35-44 years old,Non-binary,Light,2.0,4.0,2.0,5.0,Coffee D
kYRVEJ,25-34 years old,Male,Light,2.0,4.0,3.0,5.0,Coffee D
Alb1GN,55-64 years old,Female,Dark,1.0,4.0,1.0,3.0,Coffee B
rlrxo5,25-34 years old,Male,Medium,3.0,2.0,3.0,5.0,Coffee D
OABW5A,35-44 years old,Female,Medium,2.0,5.0,4.0,2.0,Coffee B
zKQPpR,35-44 years old,Female,Light,5.0,3.0,2.0,4.0,Coffee A
WApvYR,25-34 years old,Male,Light,5.0,3.0,3.0,3.0,Coffee A
xdNOlo,35-44 years old,Female,Medium,4.0,1.0,3.0,4.0,Coffee A
NABe7W,35-44 years old,Female,Dark,3.0,4.0,3.0,4.0,Coffee D
aBr8zB,25-34 years old,Male,Light,4.0,1.0,2.0,5.0,Coffee D
MAd98k,25-34 years old,Male,Nordic,4.0,3.0,2.0,5.0,Coffee D
xdNel5,25-34 years old,Male,Light,4.0,3.0,1.0,4.0,Coffee D
xdNe6r,18-24 years old,Female,Light,4.0,2.0,3.0,5.0,Coffee D
42NgdO,25-34 years old,Male,Light,2.0,4.0,2.0,5.0,Coffee D
5dqyVo,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
QAB6JY,35-44 years old,Male,Medium,3.0,4.0,4.0,2.0,Coffee B
DVvlbq,18-24 years old,Female,Light,5.0,2.0,4.0,4.0,Coffee A
qbE2M2,25-34 years old,Male,Light,3.0,4.0,2.0,5.0,Coffee D
5dqyoM,25-34 years old,Female,Medium,1.0,2.0,1.0,1.0,Coffee A
24xMzp,25-34 years old,Male,Light,3.0,4.0,1.0,5.0,Coffee D
42NgEk,25-34 years old,Male,Medium,5.0,1.0,3.0,5.0,Coffee A
XeBKAd,25-34 years old,,Light,4.0,3.0,3.0,5.0,Coffee D
RzB7Qp,18-24 years old,Male,Medium,3.0,3.0,4.0,1.0,Coffee C
GrB2GQ,55-64 years old,Male,Dark,4.0,3.0,4.0,5.0,Coffee D
MAd9WE,35-44 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
oAV4YX,35-44 years old,Male,Light,4.0,4.0,2.0,1.0,Coffee A
g5NRxN,25-34 years old,Non-binary,Light,5.0,5.0,4.0,5.0,Coffee B
42NgM5,35-44 years old,Male,Light,4.0,4.0,5.0,5.0,Coffee D
lNlPqW,25-34 years old,Female,Dark,3.0,5.0,4.0,4.0,Coffee B
aBr8JE,25-34 years old,Non-binary,Light,3.0,2.0,2.0,4.0,Coffee D
42Ne8r,25-34 years old,Male,Light,2.0,1.0,5.0,4.0,Coffee C
LdMQxO,35-44 years old,,Medium,4.0,3.0,4.0,1.0,Coffee C
XeBK0d,55-64 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
8dp00l,45-54 years old,,Medium,3.0,,3.0,1.0,Coffee B
ZdRpqV,55-64 years old,Male,Light,2.0,2.0,4.0,4.0,Coffee D
24xM5V,25-34 years old,Male,Light,5.0,4.0,4.0,5.0,Coffee D
OABWqp,25-34 years old,,Blonde,4.0,3.0,3.0,5.0,Coffee D
9dJzzE,35-44 years old,Female,Medium,1.0,4.0,3.0,3.0,Coffee B
dY258K,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
YZzEjJ,35-44 years old,Male,Medium,3.0,3.0,4.0,4.0,Coffee C
PABMpV,18-24 years old,Male,Light,2.0,3.0,4.0,2.0,Coffee C
xdNkX5,25-34 years old,Female,Medium,3.0,4.0,5.0,1.0,Coffee C
LdMA7v,25-34 years old,Male,Medium,2.0,3.0,4.0,5.0,Coffee D
XeBKZP,35-44 years old,Female,Dark,4.0,3.0,4.0,2.0,Coffee C
jB9dPx,>65 years old,Male,Dark,4.0,3.0,2.0,3.0,Coffee A
42NWaY,35-44 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
KMBq7X,18-24 years old,Male,Medium,3.0,2.0,1.0,2.0,Coffee B
oAVry1,25-34 years old,Male,Medium,2.0,4.0,1.0,5.0,Coffee D
QABgJk,25-34 years old,Male,Medium,3.0,5.0,4.0,2.0,Coffee B
DVvl6p,25-34 years old,Male,Medium,4.0,2.0,2.0,3.0,Coffee A
8dpveY,35-44 years old,Male,Medium,5.0,3.0,4.0,3.0,Coffee A
DVvrvp,25-34 years old,Female,Dark,4.0,3.0,4.0,2.0,Coffee A
ylqKZX,25-34 years old,Male,Medium,3.0,2.0,4.0,5.0,Coffee D
VZ1RYl,18-24 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee D
rlrNpR,25-34 years old,Male,Light,2.0,3.0,1.0,5.0,Coffee D
vNx710,25-34 years old,Female,Blonde,2.0,3.0,4.0,1.0,Coffee C
DVvrMl,25-34 years old,Male,Nordic,5.0,3.0,1.0,4.0,Coffee A
bl4B20,35-44 years old,Female,Light,3.0,4.0,5.0,3.0,Coffee C
WApGZk,18-24 years old,Male,Medium,4.0,5.0,3.0,4.0,Coffee B
7d9BgZ,35-44 years old,Male,Blonde,2.0,3.0,4.0,4.0,Coffee C
PABaYx,35-44 years old,Male,Nordic,4.0,4.0,4.0,5.0,Coffee D
GrBNyk,35-44 years old,Male,Medium,3.0,4.0,4.0,2.0,Coffee B
vNx7pD,18-24 years old,Male,Light,3.0,4.0,4.0,2.0,Coffee B
24xqzL,45-54 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee A
jB9O5J,25-34 years old,Male,Light,5.0,2.0,4.0,3.0,Coffee C
aBrbpq,25-34 years old,Female,Italian,2.0,4.0,5.0,2.0,Coffee C
rlrx85,25-34 years old,Female,Medium,4.0,5.0,4.0,1.0,Coffee C
eBxdOE,25-34 years old,Male,Medium,5.0,4.0,4.0,4.0,Coffee D
BGbO2e,18-24 years old,Non-binary,Dark,4.0,3.0,2.0,1.0,Coffee A
NABKaW,35-44 years old,Male,Dark,3.0,5.0,4.0,2.0,Coffee B
g5NyOD,45-54 years old,Female,Dark,1.0,4.0,2.0,4.0,Coffee B
ylqKLW,45-54 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
ylqK54,18-24 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
ZdR4pA,25-34 years old,Male,Light,4.0,4.0,1.0,5.0,Coffee A
jB9dOY,25-34 years old,Non-binary,Medium,3.0,4.0,1.0,5.0,Coffee C
1r2ZLO,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
qbYZaO,25-34 years old,Male,Light,5.0,4.0,4.0,2.0,Coffee A
AlboEW,25-34 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
BGL4dR,25-34 years old,Female,Medium,2.0,1.0,3.0,5.0,Coffee D
jB0DlJ,25-34 years old,Male,Medium,2.0,4.0,3.0,3.0,Coffee B
eBNZDx,35-44 years old,Female,Blonde,3.0,3.0,4.0,5.0,Coffee D
J2VKAR,18-24 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee A
jB0DQ4,35-44 years old,Male,Medium,4.0,5.0,4.0,2.0,Coffee B
0Ebr79,35-44 years old,Male,Medium,2.0,3.0,4.0,5.0,Coffee D
qbYZR9,35-44 years old,Male,Light,4.0,3.0,4.0,5.0,Coffee D
yl0ZDB,35-44 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
xd0xPo,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
XeRlWY,25-34 years old,Female,Light,5.0,3.0,2.0,4.0,Coffee A
eBNZA0,25-34 years old,Non-binary,Medium,4.0,3.0,3.0,5.0,Coffee D
aBjN4X,>65 years old,Male,Light,3.0,3.0,2.0,3.0,Coffee D
VZ9EVv,25-34 years old,Female,Medium,3.0,2.0,4.0,1.0,Coffee C
yl0Zep,25-34 years old,Male,Medium,4.0,3.0,5.0,3.0,Coffee C
XeRlQe,18-24 years old,,Medium,4.0,5.0,3.0,3.0,Coffee B
WAe90j,35-44 years old,Male,Medium,4.0,3.0,2.0,5.0,Coffee D
dYZqdK,45-54 years old,Female,Light,4.0,5.0,2.0,3.0,Coffee B
Al6PLz,25-34 years old,,Medium,1.0,2.0,5.0,2.0,Coffee C
eBNZzJ,25-34 years old,Male,Light,2.0,3.0,3.0,5.0,Coffee D
J2VKGX,25-34 years old,Male,Light,1.0,3.0,4.0,5.0,Coffee D
PABaAP,25-34 years old,Female,Medium,4.0,5.0,3.0,3.0,Coffee B
YZoDgv,45-54 years old,Male,Light,4.0,2.0,2.0,3.0,Coffee A
ZdG5yV,25-34 years old,Male,Medium,4.0,5.0,2.0,3.0,Coffee B
RzZK14,18-24 years old,,Light,4.0,3.0,2.0,5.0,Coffee D
LdE14p,18-24 years old,,Medium,2.0,4.0,1.0,3.0,Coffee B
QAx2qG,25-34 years old,Female,Light,1.0,2.0,1.0,3.0,Coffee D
bl2Vy6,35-44 years old,Male,Light,5.0,1.0,2.0,5.0,Coffee A
Grovo2,18-24 years old,Female,Light,4.0,3.0,1.0,5.0,Coffee D
0Ebry9,25-34 years old,Male,Medium,3.0,2.0,1.0,4.0,Coffee D
PA2jNB,25-34 years old,Non-binary,Light,4.0,3.0,2.0,3.0,Coffee D
VZ9Eyj,>65 years old,Female,Light,3.0,4.0,2.0,1.0,Coffee B
lN0DEk,18-24 years old,,Light,2.0,2.0,3.0,5.0,Coffee A
WAe9GJ,25-34 years old,Male,Medium,2.0,4.0,4.0,2.0,Coffee B
eBNZdq,45-54 years old,Female,French,2.0,4.0,3.0,1.0,Coffee B
pL0xab,35-44 years old,,Medium,1.0,4.0,3.0,2.0,Coffee B
BGL4r5,35-44 years old,Female,Medium,4.0,4.0,5.0,3.0,Coffee C
KMPQ9A,25-34 years old,Male,Dark,4.0,4.0,2.0,3.0,Coffee A
1rbP1M,18-24 years old,Male,Dark,1.0,3.0,3.0,1.0,Coffee C
EPBkqq,25-34 years old,Male,Light,4.0,3.0,2.0,2.0,Coffee A
MArKXl,25-34 years old,Male,Light,4.0,3.0,5.0,3.0,Coffee C
24bEBg,35-44 years old,Male,Medium,5.0,3.0,3.0,2.0,Coffee A
yl0PXW,45-54 years old,Female,Dark,2.0,4.0,3.0,1.0,Coffee B
zK0xYg,25-34 years old,Male,Light,4.0,4.0,3.0,4.0,Coffee D
RzZG44,45-54 years old,Male,Light,5.0,3.0,2.0,5.0,Coffee D
42142r,18-24 years old,Male,Light,5.0,2.0,3.0,4.0,Coffee B
BGLzXe,55-64 years old,Male,Medium,2.0,4.0,3.0,4.0,Coffee D
MAreLA,25-34 years old,Female,Light,4.0,2.0,3.0,5.0,Coffee D
OAjDGM,35-44 years old,Male,Medium,3.0,4.0,4.0,5.0,Coffee D
jB0aW4,35-44 years old,Male,Medium,3.0,4.0,3.0,2.0,Coffee D
xd0Xy5,55-64 years old,,Italian,3.0,3.0,4.0,5.0,Coffee D
dYZWjK,25-34 years old,Male,Light,4.0,3.0,4.0,3.0,Coffee A
pLPjdJ,25-34 years old,Male,Light,5.0,2.0,2.0,5.0,Coffee A
EPBkPl,35-44 years old,Male,Light,3.0,2.0,1.0,5.0,Coffee D
0EbQbN,45-54 years old,Female,Dark,2.0,4.0,4.0,3.0,Coffee A
yl0PeB,25-34 years old,Female,Medium,2.0,4.0,3.0,1.0,Coffee B
Grox5j,25-34 years old,,Dark,2.0,5.0,3.0,5.0,Coffee D
8dJ1rA,18-24 years old,Male,Dark,3.0,3.0,4.0,1.0,Coffee D
4214qo,25-34 years old,,Medium,4.0,2.0,2.0,5.0,Coffee D
aBjQgW,25-34 years old,Male,Light,4.0,2.0,4.0,2.0,Coffee A
aBjQyy,18-24 years old,Non-binary,Medium,2.0,3.0,4.0,4.0,Coffee C
jB0ap9,35-44 years old,Male,Light,1.0,4.0,4.0,5.0,Coffee C
7dJRez,35-44 years old,Male,Light,4.0,1.0,2.0,3.0,Coffee A
BGLz71,25-34 years old,Male,Nordic,5.0,1.0,2.0,4.0,Coffee A
NA4p5W,25-34 years old,Male,Dark,3.0,5.0,4.0,1.0,Coffee B
6d18eo,>65 years old,Male,Medium,4.0,4.0,3.0,1.0,Coffee A
lNlQkv,45-54 years old,Male,Medium,3.0,4.0,1.0,4.0,Coffee B
8dJoAY,35-44 years old,Male,Light,5.0,2.0,4.0,5.0,Coffee A
6d18yo,25-34 years old,Male,Light,5.0,3.0,2.0,3.0,Coffee C
dYZWer,45-54 years old,Female,Dark,2.0,3.0,4.0,1.0,Coffee C
YZo58J,35-44 years old,Male,Nordic,4.0,1.0,2.0,5.0,Coffee D
8dJ175,25-34 years old,Female,Light,5.0,1.0,4.0,5.0,Coffee D
XeRxKg,25-34 years old,Male,Dark,2.0,4.0,5.0,1.0,Coffee C
rl0jRp,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
MAr1DY,>65 years old,Female,Medium,4.0,4.0,4.0,3.0,Coffee A
rl0DO5,45-54 years old,Male,Medium,3.0,4.0,3.0,4.0,Coffee D
bl2Z70,>65 years old,Male,Dark,3.0,3.0,4.0,3.0,Coffee C
421a7B,25-34 years old,Female,Medium,2.0,5.0,4.0,3.0,Coffee B
vN0XBX,25-34 years old,Male,Medium,3.0,4.0,4.0,1.0,Coffee C
yl0XYW,35-44 years old,Male,Light,2.0,3.0,4.0,5.0,Coffee D
NA4q0p,18-24 years old,Male,Dark,1.0,5.0,3.0,4.0,Coffee B
7dJXK9,35-44 years old,Male,Medium,5.0,2.0,4.0,3.0,Coffee A
WAeJek,35-44 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
Al6rdo,35-44 years old,Male,Medium,4.0,3.0,2.0,4.0,Coffee D
yl0Xdg,35-44 years old,Male,Light,3.0,3.0,5.0,2.0,Coffee C
KMPpk8,18-24 years old,Male,Dark,1.0,3.0,2.0,2.0,Coffee B
rl0DJN,25-34 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
6d1DWJ,25-34 years old,Male,Light,3.0,4.0,4.0,3.0,Coffee B
zK0EJk,18-24 years old,Female,Dark,3.0,4.0,5.0,4.0,Coffee C
8dJNGr,35-44 years old,Male,Nordic,3.0,3.0,5.0,4.0,Coffee C
XeR5zg,35-44 years old,Male,Medium,1.0,4.0,5.0,2.0,Coffee C
bl25aZ,25-34 years old,Male,Nordic,5.0,4.0,1.0,5.0,Coffee A
DVXqPb,55-64 years old,,Dark,2.0,4.0,1.0,5.0,Coffee D
xd0Vgo,18-24 years old,Male,Medium,2.0,4.0,3.0,3.0,Coffee B
9d6NaY,55-64 years old,Female,Medium,2.0,1.0,4.0,5.0,Coffee D
g5QbLJ,>65 years old,Male,Medium,3.0,4.0,4.0,3.0,Coffee B
OAjQg8,25-34 years old,Prefer not to say,Light,3.0,3.0,5.0,4.0,Coffee C
PA2RWQ,45-54 years old,Male,Medium,2.0,3.0,3.0,4.0,Coffee D
PA2RLd,45-54 years old,Female,Light,2.0,4.0,3.0,1.0,Coffee B
qbY58k,35-44 years old,Male,Medium,2.0,3.0,4.0,4.0,Coffee C
LdEDeJ,45-54 years old,Female,Medium,2.0,2.0,4.0,3.0,Coffee C
g5QbEJ,35-44 years old,Female,Medium,2.0,3.0,4.0,1.0,Coffee D
xd0VLG,25-34 years old,Male,Light,5.0,4.0,1.0,4.0,Coffee A
RzZWAQ,25-34 years old,Male,Medium,3.0,2.0,4.0,4.0,Coffee D
kY0bMr,25-34 years old,Male,Medium,4.0,1.0,4.0,5.0,Coffee C
YZojoW,55-64 years old,Male,Dark,2.0,1.0,2.0,1.0,Coffee A
6d1L8J,45-54 years old,,Medium,1.0,1.0,3.0,2.0,Coffee C
0EbV9P,55-64 years old,Male,Light,3.0,2.0,3.0,1.0,Coffee C
oA09Xb,25-34 years old,Female,Light,3.0,4.0,2.0,5.0,Coffee D
bl2ZB1,45-54 years old,Female,Medium,4.0,5.0,3.0,2.0,Coffee B
jB0ZZa,25-34 years old,Male,Dark,2.0,4.0,5.0,1.0,Coffee C
dYZENo,35-44 years old,Female,Medium,4.0,2.0,2.0,1.0,Coffee B
7dJqKP,45-54 years old,,Medium,2.0,4.0,3.0,2.0,Coffee B
aBj94v,25-34 years old,Male,Light,4.0,1.0,5.0,3.0,Coffee C
pL0ryq,35-44 years old,Male,Light,5.0,3.0,4.0,5.0,Coffee D
qbYLA2,25-34 years old,Male,Light,2.0,4.0,3.0,5.0,Coffee D
24bX4p,25-34 years old,Female,Medium,3.0,3.0,4.0,1.0,Coffee C
oA0E9P,45-54 years old,Female,Dark,3.0,4.0,5.0,1.0,Coffee C
PA2pOb,25-34 years old,Female,Medium,4.0,2.0,3.0,2.0,Coffee A
eBNMEE,35-44 years old,Male,Light,4.0,5.0,2.0,4.0,Coffee C
XeRLLg,18-24 years old,Male,Dark,1.0,4.0,5.0,4.0,Coffee B
yl0Mjd,18-24 years old,Male,Dark,2.0,4.0,2.0,1.0,Coffee B
1rbXOl,45-54 years old,Male,Light,1.0,3.0,4.0,2.0,Coffee C
Al6zN0,18-24 years old,Male,Medium,5.0,2.0,4.0,4.0,Coffee A
24bXgj,55-64 years old,Male,Medium,3.0,3.0,2.0,2.0,Coffee A
YZoPDW,18-24 years old,Male,Medium,1.0,2.0,3.0,4.0,Coffee D
lN0BYo,35-44 years old,Male,Light,4.0,2.0,1.0,4.0,Coffee A
yl0Mgx,25-34 years old,Female,Light,2.0,5.0,2.0,5.0,Coffee B
dYZEVo,<18 years old,Female,Dark,1.0,3.0,4.0,1.0,Coffee C
EPBKpL,25-34 years old,,Light,2.0,4.0,3.0,4.0,Coffee D
jB0Z4E,35-44 years old,Male,Italian,4.0,3.0,2.0,5.0,Coffee C
Al6zgW,25-34 years old,Male,Light,4.0,1.0,2.0,5.0,Coffee D
9d6BKG,45-54 years old,Female,Light,1.0,1.0,4.0,3.0,Coffee D
vN0rj4,25-34 years old,Female,Medium,1.0,3.0,4.0,2.0,Coffee C
LdEZRv,25-34 years old,Male,Light,4.0,2.0,1.0,5.0,Coffee D
RzZxOP,25-34 years old,Male,Medium,4.0,4.0,5.0,2.0,Coffee B
dYZELD,<18 years old,Male,Medium,1.0,2.0,1.0,1.0,Coffee B
oA0D9b,35-44 years old,Male,Light,5.0,3.0,2.0,5.0,Coffee A
DVXKql,45-54 years old,Male,Medium,3.0,2.0,3.0,4.0,Coffee D
MArXjX,35-44 years old,Female,Medium,3.0,4.0,2.0,4.0,Coffee D
7dJbL0,25-34 years old,Female,Dark,2.0,5.0,4.0,2.0,Coffee B
OAjlzR,25-34 years old,Female,Medium,2.0,3.0,4.0,2.0,Coffee C
0Eb7MN,18-24 years old,Male,Medium,3.0,2.0,3.0,4.0,Coffee D
qbYaBY,45-54 years old,Male,Light,3.0,2.0,4.0,5.0,Coffee D
aBjeBv,25-34 years old,Male,Medium,3.0,2.0,4.0,3.0,Coffee C
RzZd4d,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
yl0Nx4,55-64 years old,Female,Medium,1.0,5.0,2.0,1.0,Coffee B
VZ9j8J,35-44 years old,Male,Light,3.0,4.0,1.0,5.0,Coffee D
XeRrBO,55-64 years old,Male,Medium,2.0,3.0,1.0,4.0,Coffee D
ZdG8b0,25-34 years old,Male,Medium,2.0,5.0,3.0,4.0,Coffee B
XeRrOd,35-44 years old,Male,Light,5.0,2.0,4.0,3.0,Coffee A
6d1eA5,35-44 years old,Female,Dark,3.0,2.0,2.0,1.0,Coffee A
24bBlb,35-44 years old,,Medium,5.0,1.0,3.0,4.0,Coffee A
kY09zd,>65 years old,Male,Medium,4.0,3.0,2.0,2.0,Coffee A
6d1epo,35-44 years old,Male,Medium,2.0,3.0,4.0,3.0,Coffee C
bl29y1,35-44 years old,Female,Medium,1.0,4.0,1.0,5.0,Coffee D
lN0qY6,35-44 years old,Male,Dark,3.0,4.0,3.0,4.0,Coffee B
RzZd2Q,35-44 years old,Male,Light,4.0,2.0,3.0,4.0,Coffee A
eBND8k,35-44 years old,Female,Dark,4.0,4.0,2.0,3.0,Coffee A
lN0BDN,35-44 years old,Prefer not to say,Light,2.0,2.0,1.0,5.0,Coffee D
24bXyj,25-34 years old,Male,Light,4.0,2.0,4.0,5.0,Coffee D
RzZdlK,45-54 years old,Male,Light,3.0,2.0,2.0,5.0,Coffee D
YZoR15,25-34 years old,Male,Light,3.0,4.0,2.0,5.0,Coffee D
g5QeBd,55-64 years old,Prefer not to say,Light,2.0,3.0,4.0,1.0,Coffee C
kY09M6,35-44 years old,Male,Light,4.0,5.0,3.0,5.0,Coffee D
XeRJxV,35-44 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
EPBddA,35-44 years old,Male,Medium,1.0,5.0,4.0,2.0,Coffee B
kY0eNZ,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
VZ9QGl,25-34 years old,Female,Dark,2.0,1.0,4.0,1.0,Coffee C
vN0eAl,25-34 years old,Male,Light,3.0,1.0,1.0,5.0,Coffee D
EPBdQl,25-34 years old,Female,Light,4.0,2.0,3.0,1.0,Coffee A
1rbd4b,25-34 years old,,Medium,4.0,3.0,3.0,2.0,Coffee A
DVXkeZ,25-34 years old,Male,Medium,3.0,2.0,1.0,5.0,Coffee D
RzZM8d,25-34 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
QAxe0G,25-34 years old,Female,Medium,3.0,4.0,2.0,1.0,Coffee B
RzZMvJ,55-64 years old,Male,Light,2.0,3.0,4.0,1.0,Coffee C
8dJapO,35-44 years old,Male,Light,4.0,1.0,3.0,5.0,Coffee D
dYZaZq,35-44 years old,Female,Dark,3.0,4.0,4.0,3.0,Coffee B
pL0y5E,25-34 years old,Male,Light,3.0,4.0,3.0,5.0,Coffee D
8dJa6x,25-34 years old,Male,Medium,1.0,3.0,4.0,4.0,Coffee D
7dJLP9,25-34 years old,Male,Light,4.0,3.0,2.0,5.0,Coffee D
DVXkPX,25-34 years old,Male,Medium,2.0,3.0,2.0,4.0,Coffee D
ZdGEWv,45-54 years old,Female,Light,2.0,1.0,5.0,4.0,Coffee C
6d1jYN,25-34 years old,Male,Medium,2.0,3.0,4.0,2.0,Coffee C
EPBde2,35-44 years old,Male,Light,4.0,3.0,3.0,5.0,Coffee D
WAeEMN,18-24 years old,Male,Light,4.0,3.0,5.0,2.0,Coffee A
PA21Nx,25-34 years old,Female,Light,2.0,3.0,2.0,5.0,Coffee D
jB06VJ,25-34 years old,Male,Medium,4.0,3.0,2.0,3.0,Coffee A
OAj46g,45-54 years old,Male,Light,4.0,4.0,5.0,2.0,Coffee C
VZ9Qvv,25-34 years old,Male,Medium,4.0,3.0,2.0,5.0,Coffee D
KMP57A,25-34 years old,Male,Medium,4.0,3.0,4.0,2.0,Coffee C
bl2j0g,18-24 years old,Female,Medium,1.0,4.0,3.0,2.0,Coffee B
PA29Rb,<18 years old,Female,Light,4.0,3.0,3.0,2.0,Coffee A
KMPxY7,25-34 years old,Male,Light,3.0,3.0,3.0,4.0,Coffee D
9d6ZDK,25-34 years old,Non-binary,Light,5.0,2.0,3.0,5.0,Coffee D
aBj4EZ,55-64 years old,,French,3.0,2.0,4.0,1.0,Coffee C
zK0M20,35-44 years old,Male,Blonde,2.0,4.0,2.0,3.0,Coffee B
MAra58,25-34 years old,Female,Medium,3.0,5.0,4.0,1.0,Coffee B
jB0ovx,25-34 years old,Female,Medium,2.0,3.0,4.0,3.0,Coffee C
dYZ08o,25-34 years old,Female,Light,1.0,1.0,1.0,2.0,Coffee D
PA29Pb,25-34 years old,Male,Dark,4.0,3.0,5.0,2.0,Coffee C
xd0Dlr,25-34 years old,Male,Medium,3.0,3.0,2.0,4.0,Coffee D
J2VlWo,35-44 years old,Male,Light,4.0,2.0,3.0,5.0,Coffee D
dYZ0pA,25-34 years old,Female,Medium,3.0,5.0,2.0,4.0,Coffee B
aBj40Z,45-54 years old,Male,Dark,1.0,4.0,5.0,1.0,Coffee C
7dJKYz,25-34 years old,Male,Light,4.0,3.0,1.0,5.0,Coffee D
MAraqY,>65 years old,Male,Light,3.0,3.0,4.0,2.0,Coffee C
WAeRaL,25-34 years old,Female,Medium,4.0,4.0,4.0,4.0,Coffee C
XeRoaz,25-34 years old,Male,Dark,3.0,4.0,1.0,3.0,Coffee B
VZ9Pya,25-34 years old,Male,Light,5.0,2.0,2.0,2.0,Coffee A
24bAoL,25-34 years old,Female,Medium,3.0,3.0,4.0,3.0,Coffee C
6d1KqA,25-34 years old,Male,Light,4.0,2.0,2.0,5.0,Coffee D
EPBlyl,25-34 years old,,Medium,3.0,3.0,5.0,4.0,Coffee C
WAeRxk,55-64 years old,Male,Medium,1.0,1.0,3.0,1.0,Coffee C
5dl90b,25-34 years old,Male,Light,5.0,3.0,2.0,4.0,Coffee A
OAjXOY,18-24 years old,Male,Medium,4.0,3.0,3.0,2.0,Coffee A
RzZojd,25-34 years old,Male,Medium,2.0,3.0,2.0,4.0,Coffee D
24bA0e,25-34 years old,Female,Dark,2.0,5.0,4.0,3.0,Coffee B
421KXY,55-64 years old,Male,French,3.0,3.0,4.0,4.0,Coffee C
oA026x,35-44 years old,Male,Medium,5.0,2.0,4.0,3.0,Coffee A
8dJZzO,25-34 years old,Male,Light,4.0,5.0,1.0,4.0,Coffee B
8dJZN5,55-64 years old,Female,Medium,2.0,3.0,5.0,1.0,Coffee C
EPBxxN,25-34 years old,Male,Medium,3.0,2.0,3.0,2.0,Coffee A
6d1Zx5,45-54 years old,Female,Medium,4.0,2.0,5.0,3.0,Coffee C
lN060X,45-54 years old,Female,Medium,2.0,4.0,3.0,1.0,Coffee B
421K15,18-24 years old,Male,Medium,4.0,5.0,3.0,2.0,Coffee B
WAeRVL,35-44 years old,Male,Light,4.0,2.0,3.0,4.0,Coffee D
vN0Pp0,18-24 years old,Female,Medium,3.0,1.0,4.0,5.0,Coffee D
7dJN5Z,55-64 years old,Male,Medium,2.0,5.0,4.0,1.0,Coffee B
VZ9z7v,>65 years old,,Medium,5.0,2.0,3.0,4.0,Coffee A
J2VOgo,25-34 years old,Male,Light,4.0,3.0,2.0,3.0,Coffee B
eBNRqx,25-34 years old,Male,Light,5.0,2.0,2.0,5.0,Coffee D
9d67bK,18-24 years old,Male,Dark,2.0,4.0,3.0,4.0,Coffee B
421r7Y,25-34 years old,Male,Light,3.0,2.0,2.0,4.0,Coffee D
